DIN,FullName,GenericName,BrandName,Dosage,DosageForm
2245759,MARRUB/MARSHMALLOW/LINDEN/ELD/  TL,MARRUB/MARSHMALLOW/LINDEN/ELD/  TL,Mountain Breeze Swiss Herbs Cough Drops,,LOZENGE
2245765,BENZOCAINE/MENTHOL/CAMPHOR/PC1 20%-1%-3% JG,BENZOCAINE/MENTHOL/CAMPHOR/PC1,Orajel Multi-Action Cold Sore Medicine, 20%-1%-3% JG,GEL (GRAM)
2245773,OXYBEN/OCTINOX/OCTILSAL/MERAD SPF23 EG,OXYBEN/OCTINOX/OCTILSAL/MERAD SPF23 EG,Watkins Aloe Vera Botanical Lip Balm,,STICK  (G)
2245777,VALGANCICLOVIR HCL 450 MG TA,VALGANCICLOVIR HCL,Valcyte, 450 MG TA,TABLET
2245790,SODIUM HYPOCHLORITE 0.114% SA,SODIUM HYPOCHLORITE,Exsept (0.114%), 0.114% SA,SOLUTION
2245794,TITANIUM DIOXIDE 9.1 % KM,TITANIUM DIOXIDE,Roc Minesol Spf, 9.1 % KM,CREAM(ML)
2245796,OXYBENZONE/OCTINOXATE/OCTOCRYL SPF 15 KP,OXYBENZONE/OCTINOXATE/OCTOCRYL SPF,Avon Moisture Therapy Soothing Lip Balm Spf, 15 KP,PASTE (G)
2245798,VIT E ACET/SELEN HVP CHELT/ZIN  CA,VIT E ACET/SELEN HVP CHELT/ZIN  CA,Vitamin E With Selenium And Zinc,,CAPSULE
2245799,IRON HVP CHELATE/ASCORBIC ACID 27MG-110MG CA,IRON HVP CHELATE/ASCORBIC ACID,Nutri-Chem Iron With Vitamin C, 27MG-110MG CA,CAPSULE
2245801,LIDOCAINE/UREA/BENZALKONIUM 2-5-0.13% KA,LIDOCAINE/UREA/BENZALKONIUM,Dr. Scholl'S Cracked Heel Relief Cream, 2-5-0.13% KA,CREAM (G)
2245810,TITANIUM DIOXIDE/OCTINOXATE SPF 15 SK,TITANIUM DIOXIDE/OCTINOXATE SPF,Revlon Skinlights Instant Skin Brightener Spf, 15 SK,LOTION
2245811,TITANIUM DIOXIDE/OCTINOX/ENSZ  SU,TITANIUM DIOXIDE/OCTINOX/ENSZ  SU,Base De Pre-Maquillage Correctrice/Corrective Make-Up Base,,EMULSION
2245814,ASCORBIC ACID/ZINC 15-0.85/1 SL,ASCORBIC ACID/ZINC,Vitamin C And Zinc, 15-0.85/1 SL,LIQUID
2245819,MARSHMALLOW/SAGE/THYME/ECH PUR  TL,MARSHMALLOW/SAGE/THYME/ECH PUR  TL,"Echinacea With Red Sage, Thyme, And Mallow Throat Drops (Green T",,LOZENGE
2245837,ZINC OXIDE/OCTINOXATE/OCTILSAL SPF 30 KM,ZINC OXIDE/OCTINOXATE/OCTILSAL SPF,Md Formulations Total Protector, 30 KM,CREAM(ML)
2245838,OXYBENZONE/OCTINOXATE/OCTILSAL SPF20 KM,OXYBENZONE/OCTINOXATE/OCTILSAL SPF20 KM,Md Formulations Sun Protector,,CREAM(ML)
2245844,NIACIN/ZINC CITRATE 10MG-7.5MG TA,NIACIN/ZINC CITRATE,Mhb, 10MG-7.5MG TA,TABLET
2245846,OCTINOXATE SPF 15 SR,OCTINOXATE SPF,Select Spf, 15 SR,SUSPENSION
2245859,ALTEPLASE 2 MG HS,ALTEPLASE,Cathflo, 2 MG HS,VIAL
2245860,BIMATOPROST 0.03 % SO,BIMATOPROST,Lumigan, 0.03 % SO,DROPS
2245861,CALCIUM/MAG/D3/MANG/POTAS/ZINC 125 MG-100 CA,CALCIUM/MAG/D3/MANG/POTAS/ZINC,Magnacal, 125 MG-100 CA,CAPSULE
2245866,CAL PHOS/MAG/NIACIN/PYRIDOXINE  TA,CAL PHOS/MAG/NIACIN/PYRIDOXINE  TA,Ifb,,TABLET
2245867,DIMENHYDRINATE 50 MG CA,DIMENHYDRINATE,Gravoluid Gels, 50 MG CA,CAPSULE
2245869,MAGNESIUM HYDROXIDE 385 MG TC,MAGNESIUM HYDROXIDE,Milk Of Magnesia Chewablelet, 385 MG TC,TAB CHEW
2245871,ALOE VERA/DIMETHICONE/CHLORHEX 3 % YO,ALOE VERA/DIMETHICONE/CHLORHEX,Comfort Shield, 3 % YO,TOWELETTE
2245874,TRICLOSAN 0.5 % YO,TRICLOSAN,Hand Sanitizer Wipes, 0.5 % YO,TOWELETTE
2245876,CALCIUM/MAGNESM/NIACINAMIDE/B6 100MG-50MG TA,CALCIUM/MAGNESM/NIACINAMIDE/B6,Premel, 100MG-50MG TA,TABLET
2245878,"MG CB/VIT E ACET/FOLIC/B,C/MN  CA","MG CB/VIT E ACET/FOLIC/B,C/MN  CA",Vital Be-100,,CAPSULE
2245889,PALIVIZUMAB 50 MG HS,PALIVIZUMAB,Synagis, 50 MG HS,VIAL
2245890,PALIVIZUMAB 100 MG HS,PALIVIZUMAB,Synagis, 100 MG HS,VIAL
2245894,URSODIOL 500 MG TA,URSODIOL,Urso Ds, 500 MG TA,TABLET
2245906,LIDOCAINE 5 % JG,LIDOCAINE,Betacaine Gel, 5 % JG,GEL (GRAM)
2245909,VITAMIN D3/VITAMIN E/ZN/CU/SEL  CA,VITAMIN D3/VITAMIN E/ZN/CU/SEL  CA,Silexin,,CAPSULE
2245911,B-CAROTENE/C/E/ZN/CU/MIN HVP  TA,B-CAROTENE/C/E/ZN/CU/MIN HVP  TA,Vitalux,,TABLET
2245912,VIT C/VIT E/ZN GLUC/CUPRIC OX 100MG-80 TA,VIT C/VIT E/ZN GLUC/CUPRIC OX,Multivitamin And Mineral, 100MG-80 TA,TABLET
2245913,ANAKINRA 100MG/0.67 HQ,ANAKINRA,Kineret, 100MG/0.67 HQ,SYRINGE
2245934,SODIUM CHLORIDE 4 MEQ/ML HM,SODIUM CHLORIDE,23.4% Sodium Chlorideection Usp, 4 MEQ/ML HM,IV SOLN
2245939,LIDOCAINE 5 % KA,LIDOCAINE,Maxilene, 5 % KA,CREAM (G)
2245947,LEVOTHYROXINE SODIUM 200 MCG HS,LEVOTHYROXINE SODIUM,Levothyroxine Sodium Forection, 200 MCG HS,VIAL
2245949,"ANTIHEMOPH.FVIII,B-DOMAIN DEL 250 (+/-) HS","ANTIHEMOPH.FVIII,B-DOMAIN DEL",Refacto, 250 (+/-) HS,VIAL
2245950,"ANTIHEMOPH.FVIII,B-DOMAIN DEL 500 (+/-) HS","ANTIHEMOPH.FVIII,B-DOMAIN DEL",Refacto, 500 (+/-) HS,VIAL
2245951,"ANTIHEMOPH.FVIII,B-DOMAIN DEL 1000 (+/-) HS","ANTIHEMOPH.FVIII,B-DOMAIN DEL",Refacto, 1000 (+/-) HS,VIAL
2245953,PADIMATE O SPF10 AU,PADIMATE O SPF10 AU,Saving Face Natural Sunscreen Protection Spray,,SPRAY
2245955,TIO2/OXYBENZONE/OCTINOXATE 3.5-2.5-7% KM,TIO2/OXYBENZONE/OCTINOXATE,Bronz Repair Extreme, 3.5-2.5-7% KM,CREAM(ML)
2245956,OXYBENZONE/AVOBENZONE/OCTINOX 1-1.5-2.5% KM,OXYBENZONE/AVOBENZONE/OCTINOX,Quick Fluid Week-End, 1-1.5-2.5% KM,CREAM(ML)
2245957,OXYBEN/AVOBENZ/OCTINOX/OCTIS 2-3-7.5-5% KM,OXYBEN/AVOBENZ/OCTINOX/OCTIS,Dermalogica Full Spectrum Block Spf, 2-3-7.5-5% KM,CREAM(ML)
2245959,OXYBEN/AVOBENZ/OCTINOX/OCTIS 3-3-7.5-5% SL,OXYBEN/AVOBENZ/OCTINOX/OCTIS,Dermalogica Solar Defense Booster Spf, 3-3-7.5-5% SL,LIQUID
2245960,OXYBENZONE/OCTINOXATE/OCTILSAL 5-7.5-2% KA,OXYBENZONE/OCTINOXATE/OCTILSAL,Dermalogica Solar Shield Spf, 5-7.5-2% KA,CREAM (G)
2245961,OXYBENZONE/OCTINOXATE 4-7.5% YO,OXYBENZONE/OCTINOXATE,Dermalogica Full Spectrum Wipes Spf, 4-7.5% YO,TOWELETTE
2245962,OXYBENZONE/OCTINOXATE 3 %-7.5 % KM,OXYBENZONE/OCTINOXATE,Dermalogica Protective Self Tan Spf, 3 %-7.5 % KM,CREAM(ML)
2245964,TITANIUM DIOXIDE 7.84% KM,TITANIUM DIOXIDE,Dermalogica Ultra Sensitive Face Block Spf, 7.84% KM,CREAM(ML)
2245972,TESTOSTERONE 5 MG/24 HR PV,TESTOSTERONE,Androderm, 5 MG/24 HR PV,PATCH TD24
2245977,HEPATITIS B VIRUS VACCINE/PF 40 MCG/ML HV,HEPATITIS B VIRUS VACCINE/PF,Recombivax Hb, 40 MCG/ML HV,VIAL
2245983,MAGNESIUM CITRATE AND OXIDE 250 MG CA,MAGNESIUM CITRATE AND OXIDE,Mag, 250 MG CA,CAPSULE
2245985,OXYBENZONE/OCTINOXATE SPF20 SL,OXYBENZONE/OCTINOXATE SPF20 SL,Luxiva Timeless Spf,,LIQUID
2245987,OCTINOXATE SPF 15 SK,OCTINOXATE SPF,Vitalumiere - Fluide De Teint Eclat - Spf, 15 SK,LOTION
2245988,OCTINOXATE 6 % SL,OCTINOXATE,Skin Caviar Foundation Spf, 6 % SL,LIQUID
2245993,VIT A AND D3 IN COD LIVER OIL 2500-200 CA,VIT A AND D3 IN COD LIVER OIL,Viva Cod Liver Oilsules, 2500-200 CA,CAPSULE
2246000,AVOBENZONE/OCTINOXATE SPF 6 KM,AVOBENZONE/OCTINOXATE SPF,Sunscreen Spf, 6 KM,CREAM(ML)
2246001,TIO2/ZINC OXIDE/OCTINOXATE 2-0.3-7.4% EH,TIO2/ZINC OXIDE/OCTINOXATE,Sun Stick Spf, 2-0.3-7.4% EH,STICK (EA)
2246004,TITANIUM DIOXIDE SPF10 KM,TITANIUM DIOXIDE SPF10 KM,Adaptive Fps,,CREAM(ML)
2246005,MAG HVP CHELT/VIT B6/ZINC 150-3.5-10 CA,MAG HVP CHELT/VIT B6/ZINC,Prozma Vitamin And Mineral Supplement, 150-3.5-10 CA,CAPSULE
2246010,METOPROLOL TARTRATE 25 MG TA,METOPROLOL TARTRATE,Apo-Metoprolol, 25 MG TA,TABLET
2246016,THYROTROPIN ALFA 1.1 MG HS,THYROTROPIN ALFA,Thyrogen, 1.1 MG HS,VIAL
2246024,"HETASTARCH/E-LYTS,LACTATED 6 % HZ","HETASTARCH/E-LYTS,LACTATED",Hextend, 6 % HZ,PLAST. BAG
2246026,RIBAVIRIN/P-INTERFERON ALFA-2B 200 MG-50 ZD,RIBAVIRIN/P-INTERFERON ALFA-2B,Pegetron, 200 MG-50 ZD,COMBO. PKG
2246027,RIBAVIRIN/P-INTERFERON ALFA-2B 200MG-80 ZD,RIBAVIRIN/P-INTERFERON ALFA-2B,Pegetron, 200MG-80 ZD,COMBO. PKG
2246028,RIBAVIRIN/P-INTERFERON ALFA-2B 200 MG-100 ZD,RIBAVIRIN/P-INTERFERON ALFA-2B,Pegetron, 200 MG-100 ZD,COMBO. PKG
2246029,RIBAVIRIN/P-INTERFERON ALFA-2B 200MG-120 ZD,RIBAVIRIN/P-INTERFERON ALFA-2B,Pegetron, 200MG-120 ZD,COMBO. PKG
2246030,RIBAVIRIN/P-INTERFERON ALFA-2B 200MG-150 ZD,RIBAVIRIN/P-INTERFERON ALFA-2B,Pegetron, 200MG-150 ZD,COMBO. PKG
2246037,TITANIUM DIOXIDE SPF 6 EH,TITANIUM DIOXIDE SPF,Almay Amazing Lasting , 6 EH,STICK (EA)
2246044,EFAVIRENZ 300 MG TA,EFAVIRENZ,Sustiva, 300 MG TA,TABLET
2246045,EFAVIRENZ 600 MG TA,EFAVIRENZ,Sustivalets, 600 MG TA,TABLET
2246067,PRENATL VIT6/IRON/FA/B12/CA/D3 35MG-1.1MG UA,PRENATL VIT6/IRON/FA/B12/CA/D3,Pregvit, 35MG-1.1MG UA,TABLET SEQ
2246070,CHOLECALCIFEROL (D3)/MINERALS 200/15 ML SL,CHOLECALCIFEROL (D3)/MINERALS,Onyx, 200/15 ML SL,LIQUID
2246073,VALERIAN ROOT EXTRACT 300 MG CA,VALERIAN ROOT EXTRACT,Valerian, 300 MG CA,CAPSULE
2246081,VARICELLA VACCINE LIVE/PF 1350 UNIT HV,VARICELLA VACCINE LIVE/PF,Varivax Iii, 1350 UNIT HV,VIAL
2246097,AVOBENZONE/OCTINOXATE 2-7.5% SK,AVOBENZONE/OCTINOXATE,Protective Lotion Spf, 2-7.5% SK,LOTION
2246098,AVOBENZONE/OCTINOXATE SPF 15 SK,AVOBENZONE/OCTINOXATE SPF,Evian Original Hydrating Lotion Spf, 15 SK,LOTION
2246110,AVOBENZ/OCTOCRYL/OCTILSAL/ENSZ SPF 15 SK,AVOBENZ/OCTOCRYL/OCTILSAL/ENSZ SPF,Olay Regenerist Enhancing Lotion With Uv Protection, 15 SK,LOTION
2246113,INOSITOL/INOSITOL HEXAPHOSPHAT 228.1/1.3 PA,INOSITOL/INOSITOL HEXAPHOSPHAT,Cf Ip-6, 228.1/1.3 PA,POWDER
2246117,VITAMIN E/TIO2/OCTINOXATE SPF12 SK,VITAMIN E/TIO2/OCTINOXATE SPF12 SK,Diorskin Fluide,,LOTION
2246118,TIO2/OXYBENZONE/OCTINOXATE SPF20 PA,TIO2/OXYBENZONE/OCTINOXATE SPF20 PA,Diorskin Compact,,POWDER
2246119,AVOBENZONE/OCTINOXATE SPF17 EG,AVOBENZONE/OCTINOXATE SPF17 EG,Revlon Moisturous Lip Color Spf,,STICK  (G)
2246120,OXYBENZONE/OCTINOXATE/OCTILSAL 3-7-5% EH,OXYBENZONE/OCTINOXATE/OCTILSAL,Lip-Tech Lip Balm, 3-7-5% EH,STICK (EA)
2246121,CHLORHEXIDINE GLUCONATE 2 % EP,CHLORHEXIDINE GLUCONATE,Provon Antiseptic Lotion Soap With, 2 % EP,MED. SOAP
2246126,OXYBEN/HOMOSAL/OCTINOX/OCTIS SPF 30 EG,OXYBEN/HOMOSAL/OCTINOX/OCTIS SPF,Estee Lauder Shimmering Shield For Lips And Face Sunscreen Spf, 30 EG,STICK  (G)
2246133,ARGIPRESSIN 20 UNIT/ML HH,ARGIPRESSIN,Pressyn Ar, 20 UNIT/ML HH,AMPUL
2246134,POT CHLORIDE/RINGER'S LACTATE 40 MMOL/L HM,POT CHLORIDE/RINGER'S LACTATE,(40 Mmols/L) Potassium Chloride In Lactated Ringer'Section U, 40 MMOL/L HM,IV SOLN
2246148,TIO2/OXYBENZONE/OCTINOXATE SPF 6 SK,TIO2/OXYBENZONE/OCTINOXATE SPF,Nicole Miller Daytime Delivery Moisturizing Lotion, 6 SK,LOTION
2246154,CA GLUC/MG GLU/C/VIT B12/FA/B6  SL,CA GLUC/MG GLU/C/VIT B12/FA/B6  SL,Reebok,,LIQUID
2246157,"FOLIC ACID/MULTIVIT,IRON,MINER 0.5 MG CA","FOLIC ACID/MULTIVIT,IRON,MINER",Multi-Vit-Min, 0.5 MG CA,CAPSULE
2246162,CETIRIZINE HCL/PSEUDOEPHEDRINE 5 MG-120MG TM,CETIRIZINE HCL/PSEUDOEPHEDRINE,Reactine Complete, 5 MG-120MG TM,TAB ER 12H
2246165,VALERIAN 200 MG CA,VALERIAN,Valeriane Elusan, 200 MG CA,CAPSULE
2246166,ECHINACEA PURPUREA ROOT 200 MG CA,ECHINACEA PURPUREA ROOT,Echinacee Elusan, 200 MG CA,CAPSULE
2246181,"VITAMIN B COMPLEX/VIT A,C,D  TA","VITAMIN B COMPLEX/VIT A,C,D  TA",Multiple Vitamins,,TABLET
2246201,OCTINOXATE SPF10 SK,OCTINOXATE SPF10 SK,Quo Minimal Makeup Spf-10,,LOTION
2246224,L. ACIDOPHILUS/L. RHAMNOSUS 2B CELL CA,L. ACIDOPHILUS/L. RHAMNOSUS,Lacidofil, 2B CELL CA,CAPSULE
2246226,FLUDARABINE PHOSPHATE 10 MG TA,FLUDARABINE PHOSPHATE,Fludara, 10 MG TA,TABLET
2246245,OXYBEN/AVOBENZ/OCTINOX/OCTIS SPF 30 SK,OXYBEN/AVOBENZ/OCTINOX/OCTIS SPF,Banana Boat Vitaskin Sunscreen Spf, 30 SK,LOTION
2246247,OXYBENZONE/HOMOSAL/PDO/OCTINOX SPF 30 EG,OXYBENZONE/HOMOSAL/PDO/OCTINOX SPF,Banana Boat Sport Spf, 30 EG,STICK  (G)
2246252,"INOSITOL/CHOLINE/FOLIC/BCOMP,C 1MG-1000MG TA","INOSITOL/CHOLINE/FOLIC/BCOMP,C",Stress B With, 1MG-1000MG TA,TABLET
2246277,FOLIC AC/MULTIVIT-MIN/MIN HVP 0.8 MG TA,FOLIC AC/MULTIVIT-MIN/MIN HVP,Multivitamin + Minerals (Iron Free), 0.8 MG TA,TABLET
2246287,CALCIUM/MAGNESIUM OXIDE/VIT C  PA,CALCIUM/MAGNESIUM OXIDE/VIT C  PA,Cal Mag Drink With Vitamin C,,POWDER
2246289,MAGNESIUM/VIT B6/VIT B2/VIT B1  TA,MAGNESIUM/VIT B6/VIT B2/VIT B1  TA,Magnesium B1 B2 B6,,TABLET
2246292,ASCORBIC ACID 500 MG TF,ASCORBIC ACID,Vitamine C, 500 MG TF,TABLET EFF
2246293,PSYLLIUM SEED 3.4 G/7 G PA,PSYLLIUM SEED,Natural Source Original Texture Fibre Laxative Unflavoured, 3.4 G/7 G PA,POWDER
2246294,PSYLLIUM SEED 3.4 G/12 G PA,PSYLLIUM SEED,Natural Source Smooth Texture Fibre Laxative Orange Flavour, 3.4 G/12 G PA,POWDER
2246308,ACETAMINOPHEN/PAMABROM 500MG-25MG TA,ACETAMINOPHEN/PAMABROM,Painaid Pmf Premenstrual Formula, 500MG-25MG TA,TABLET
2246340,NORELGESTROMIN/ETHIN.ESTRADIOL 200-35/24H PK,NORELGESTROMIN/ETHIN.ESTRADIOL,Evra   -(6/0.75), 200-35/24H PK,PATCH TDWK
2246346,MULTIVIT-MIN/IRON FUM/FOLIC AC 4 MG-0.6MG TA,MULTIVIT-MIN/IRON FUM/FOLIC AC,Centrum Select, 4 MG-0.6MG TA,TABLET
2246354,DARBEPOETIN ALFA IN POLYSORBAT 10MCG/0.4 HQ,DARBEPOETIN ALFA IN POLYSORBAT,Aranesp, 10MCG/0.4 HQ,SYRINGE
2246355,DARBEPOETIN ALFA IN POLYSORBAT 20 MCG/0.5 HQ,DARBEPOETIN ALFA IN POLYSORBAT,Aranesp        -(Hsa-Free), 20 MCG/0.5 HQ,SYRINGE
2246357,DARBEPOETIN ALFA IN POLYSORBAT 50 MCG/0.5 HQ,DARBEPOETIN ALFA IN POLYSORBAT,Aranesp        -(Hsa-Free), 50 MCG/0.5 HQ,SYRINGE
2246358,DARBEPOETIN ALFA IN POLYSORBAT 100MCG/0.5 HQ,DARBEPOETIN ALFA IN POLYSORBAT,Aranesp        -(Hsa-Free), 100MCG/0.5 HQ,SYRINGE
2246360,DARBEPOETIN ALFA IN POLYSORBAT 150MCG/0.3 HQ,DARBEPOETIN ALFA IN POLYSORBAT,Aranesp        -(Hsa-Free), 150MCG/0.3 HQ,SYRINGE
2246361,"FOLIC ACID/MULTIVIT,IRON,MINER 0.6 MG TA","FOLIC ACID/MULTIVIT,IRON,MINER",Centrum Fortelets, 0.6 MG TA,TABLET
2246365,TRANEXAMIC ACID 100 MG/ML HV,TRANEXAMIC ACID,Tranexamic Acidection Bp, 100 MG/ML HV,VIAL
2246374,TIO2/AVOBNZ/O-CRL/TERE DICAM D SPF45 SK,TIO2/AVOBNZ/O-CRL/TERE DICAM D SPF45 SK,Ombrelle-Lotion Spf,,LOTION
2246388,UBIDECARENONE/VITAMIN E 60 MG-180 TA,UBIDECARENONE/VITAMIN E,Coenzyme Q10 With Vitamin E, 60 MG-180 TA,TABLET
2246391,DIPHENHYDRAMINE HCL/ZINC ACET 2 %-0.1 % KA,DIPHENHYDRAMINE HCL/ZINC ACET,Allergy Cream, 2 %-0.1 % KA,CREAM (G)
2246397,DEXTRAN/HYPROMELLOSE/GLYCERIN 0.1-.3-.2% SO,DEXTRAN/HYPROMELLOSE/GLYCERIN,Tears Naturale Forte, 0.1-.3-.2% SO,DROPS
2246414,MOXIFLOXACIN-SOD.CHLORIDE(ISO) 400MG/.25L HP,MOXIFLOXACIN-SOD.CHLORIDE(ISO),Avelox I.V., 400MG/.25L HP,PIGGYBACK
2246418,VIT A PALM/BIOT/NIA/PANTH/B6  TA,VIT A PALM/BIOT/NIA/PANTH/B6  TA,Shen Min Vitamin Supplement,,TABLET
2246419,BIOT/FOLIC AC/B5/ZN/I/MIN HVP  TA,BIOT/FOLIC AC/B5/ZN/I/MIN HVP  TA,Shen Min Vitamin And Mineral Supplement,,TABLET
2246424,UBIDECARENONE/VITAMIN E 60 MG-150 CA,UBIDECARENONE/VITAMIN E,Co-Q10 M.R.B., 60 MG-150 CA,CAPSULE
2246427,BENZALKONIUM CHLORIDE 0.1 % AV,BENZALKONIUM CHLORIDE,Keystone Foam Hand Sanitizer, 0.1 % AV,FOAM (ML)
2246431,CALCIUM HVP CHELATE 100 MG TA,CALCIUM HVP CHELATE,Biocalth Calcium Supplement, 100 MG TA,TABLET
2246436,TITANIUM DIOXIDE/ZINC OXIDE SPF12 SL,TITANIUM DIOXIDE/ZINC OXIDE SPF12 SL,Revlon Colorstay Stay Natural Makeup Spf,,LIQUID
2246438,MENTHOL/CAMPHOR 9%-9% KA,MENTHOL/CAMPHOR,Flexogan Sport, 9%-9% KA,CREAM (G)
2246492,METHACHOLINE CHLORIDE 160 MG HS,METHACHOLINE CHLORIDE,Provocholine, 160 MG HS,VIAL
2246493,METHACHOLINE CHLORIDE 320 MG HS,METHACHOLINE CHLORIDE,Provocholine, 320 MG HS,VIAL
2246494,PNV/FERRIC CIT/FOLIC/MIN HVP <27-0.5MG CA,PNV/FERRIC CIT/FOLIC/MIN HVP <27-0.5MG CA,Pre-Natal,,CAPSULE
2246507,UBIDECAR/INOSI/MV/MIN HVP 5MG/11.5G PA,UBIDECAR/INOSI/MV/MIN HVP,Ultima Replenisher Vitamin And Mineral Supplement, 5MG/11.5G PA,POWDER
2246508,INOS/CHOL BTT/B/FA/NIAC/PANTH 50-50-1MG SL,INOS/CHOL BTT/B/FA/NIAC/PANTH,Liquid Vitamin B Complex, 50-50-1MG SL,LIQUID
2246509,CYANOCOBALAMIN/FOLIC AC/VIT B6 0.4-1-10MG TA,CYANOCOBALAMIN/FOLIC AC/VIT B6,Restolate, 0.4-1-10MG TA,TABLET
2246513,PSYLLIUM SEED/WHEAT BRAN 2.8-1G/5G PA,PSYLLIUM SEED/WHEAT BRAN,Floralax, 2.8-1G/5G PA,POWDER
2246519,ZINC OX/OXYBEN/OCTINOX/OCTIS SPF 50 KM,ZINC OX/OXYBEN/OCTINOX/OCTIS SPF,Sea + Ski Sport Spf, 50 KM,CREAM(ML)
2246533,BIVALIRUDIN 250 MG HS,BIVALIRUDIN,Angiomax, 250 MG HS,VIAL
2246537,OCTINOXATE SPF12 EG,OCTINOXATE SPF12 EG,Smile Shine Spf,,STICK  (G)
2246552,TREPROSTINIL SODIUM 1 MG/ML HV,TREPROSTINIL SODIUM,Remodulin, 1 MG/ML HV,VIAL
2246553,TREPROSTINIL SODIUM 2.5 MG/ML HV,TREPROSTINIL SODIUM,Remodulin, 2.5 MG/ML HV,VIAL
2246554,TREPROSTINIL SODIUM 5 MG/ML HV,TREPROSTINIL SODIUM,Remodulin, 5 MG/ML HV,VIAL
2246555,TREPROSTINIL SODIUM 10 MG/ML HV,TREPROSTINIL SODIUM,Remodulin, 10 MG/ML HV,VIAL
2246559,VALACYCLOVIR HCL 1000 MG TA,VALACYCLOVIR HCL,Valtrex, 1000 MG TA,TABLET
2246568,PERINDOPRIL ERBUMIN/INDAPAMIDE 2-0.625 MG TA,PERINDOPRIL ERBUMIN/INDAPAMIDE,Coversyl Plus Ld, 2-0.625 MG TA,TABLET
2246569,PERINDOPRIL ERBUMIN/INDAPAMIDE 4MG-1.25MG TA,PERINDOPRIL ERBUMIN/INDAPAMIDE,Coversyl Plus, 4MG-1.25MG TA,TABLET
2246575,PSYLLIUM SEED 3.4G/5.8G PA,PSYLLIUM SEED,Natural Source Smooth Texture Fibre Laxative Sugar Free, 3.4G/5.8G PA,POWDER
2246577,CHROMIC CHLORIDE 100MCG/15 SL,CHROMIC CHLORIDE,Nl, 100MCG/15 SL,LIQUID
2246581,ATENOLOL 25 MG TA,ATENOLOL,Pms-Atenolol, 25 MG TA,TABLET
2246586,GLYCERIN 28 % KA,GLYCERIN,Hand Therapy Creme, 28 % KA,CREAM (G)
2246602,PHENIRAMINE/P-EPH/ACETAMINOPHN 20-10-325 PP,PHENIRAMINE/P-EPH/ACETAMINOPHN,Neocitran Cold + Sore Throat Night, 20-10-325 PP,PACKET
2246604,SALICYLIC ACID 1.5 % JC,SALICYLIC ACID,Neutrogena Skin Clearing Face Wash, 1.5 % JC,GEL (ML)
2246607,TITANIUM DIOXIDE SPF 8 KM,TITANIUM DIOXIDE SPF,Avon Beyond Color Vertical Lift Foundation Spf, 8 KM,CREAM(ML)
2246608,ZINC OX/OXYBEN/OCTINOX/OCTIS SPF 50 SK,ZINC OX/OXYBEN/OCTINOX/OCTIS SPF,Banana Boat Vitaskin Sunscreen Spf, 50 SK,LOTION
2246609,TIO2/OXYBEN/OCTINOX/OCTISALATE SPF 50 SK,TIO2/OXYBEN/OCTINOX/OCTISALATE SPF,Banana Boat Baby Sunblock Lotion Spf, 50 SK,LOTION
2246610,TIO2/ZINC OXIDE/OCTINOXATE SPF 15 EG,TIO2/ZINC OXIDE/OCTINOXATE SPF,Avon Anew Line Eliminator Neo-Retinol Line Plumper Spf, 15 EG,STICK  (G)
2246619,LATANOPROST/TIMOLOL MALEATE 50MCG-5/ML SO,LATANOPROST/TIMOLOL MALEATE,Xalacom, 50MCG-5/ML SO,DROPS
2246621,VALDECOXIB 10 MG TA,VALDECOXIB,Bextra, 10 MG TA,TABLET
2246622,VALDECOXIB 20 MG TA,VALDECOXIB,Bextra, 20 MG TA,TABLET
2246623,VALDECOXIB 40 MG TA,VALDECOXIB,Bextra, 40 MG TA,TABLET
2246624,PERINDOPRIL ERBUMINE 8 MG TA,PERINDOPRIL ERBUMINE,Coversyl, 8 MG TA,TABLET
2246626,GINGER 3000 MG CA,GINGER,Zinaxin Ev. Ext, 3000 MG CA,CAPSULE
2246634,AVOBENZONE/OCTINOXATE/OCTILSAL SPF 15 SK,AVOBENZONE/OCTINOXATE/OCTILSAL SPF,Got2b Spa Defense, 15 SK,LOTION
2246637,TITANIUM DIOXIDE/OCTINOXATE 16.35%-5% PA,TITANIUM DIOXIDE/OCTINOXATE,Skin Enhancing Compact Foundation, 16.35%-5% PA,POWDER
2246638,TIO2/OXYBENZONE/OCTINOXATE 2-2-5% KM,TIO2/OXYBENZONE/OCTINOXATE,Sheer Tint Make-Up With Botanical Moisturisation, 2-2-5% KM,CREAM(ML)
2246648,"VITS A,C,E/ZINC/COPPER  TA","VITS A,C,E/ZINC/COPPER  TA",Ocuvite Vitamin And Mineral Supplement,,TABLET
2246650,CYANOCOBALAMIN (VITAMIN B-12) 1000MCG/ML SO,CYANOCOBALAMIN (VITAMIN B-12),Liquid Vitamin B12, 1000MCG/ML SO,DROPS
2246651,ZINC OXIDE SPF 15 SK,ZINC OXIDE SPF,Sunblock Spf, 15 SK,LOTION
2246657,TITANIUM DIOXIDE SPF12 KM,TITANIUM DIOXIDE SPF12 KM,Avon Beyond Color Perfecting Foundation Spf,,CREAM(ML)
2246682,UREA 10 % KM,UREA,Simply Botanical Sensations Healing Hands, 10 % KM,CREAM(ML)
2246698,SODIUM BICARBONATE/FENNEL OIL 10-2.5/0.5 SO,SODIUM BICARBONATE/FENNEL OIL,Alcohol Free Kolik Drops, 10-2.5/0.5 SO,DROPS
