,DIN,FullName,GenericName,BrandName,Dosage,DosageForm
12647,2303094,"HEPARIN SODIUM,PORCINE/PF 10000/ML HV","HEPARIN SODIUM,PORCINE/PF",Heparin Sodium Injection Usp         (Single Use Vial-Preservati, 10000/ML HV,VIAL
12648,2303671,CICLESONIDE 50 MCG BN,CICLESONIDE,Omnaris, 50 MCG BN,SPRAY/PUMP
12649,2303922,SITAGLIPTIN PHOSPHATE 100 MG TA,SITAGLIPTIN PHOSPHATE,Januvia, 100 MG TA,TABLET
12650,2304104,TEMSIROLIMUS FDN 30MG/3 HV,TEMSIROLIMUS FDN,Torisel, 30MG/3 HV,VIAL
12651,2304112,BENZETHONIUM CHLORIDE 0.3 % YO,BENZETHONIUM CHLORIDE,Wet Ones, 0.3 % YO,TOWELETTE
12652,2304171,LIDOCAINE HCL 4 % AU,LIDOCAINE HCL,Pre-Wax Spray, 4 % AU,SPRAY
12653,2304619,IMMUN GLOB G(IGG)/PRO/IGA 0-50 10 % HV,IMMUN GLOB G(IGG)/PRO/IGA ,Privigen, 0-50 10 % HV,VIAL
12654,2304740,GUAIFEN/PHENYLEPH/ACETAMINOPHN 10-650/30 SL,GUAIFEN/PHENYLEPH/ACETAMINOPHN,Extra Strength Neocitran Cold Syrup With Mucus Relief, 10-650/30 SL,LIQUID
12655,2304767,METHOTREXATE SODIUM 20 MG/2 ML HQ,METHOTREXATE SODIUM,Metoject, 20 MG/2 ML HQ,SYRINGE
12656,2304848,OSELTAMIVIR PHOSPHATE 30 MG CA,OSELTAMIVIR PHOSPHATE,Tamiflu, 30 MG CA,CAPSULE
12657,2304856,OSELTAMIVIR PHOSPHATE 45 MG CA,OSELTAMIVIR PHOSPHATE,Tamiflu, 45 MG CA,CAPSULE
12658,2304899,LENALIDOMIDE 5 MG CA,LENALIDOMIDE,Revlimid, 5 MG CA,CAPSULE
12659,2304902,LENALIDOMIDE 10 MG CA,LENALIDOMIDE,Revlimid, 10 MG CA,CAPSULE
12660,2304988,ACETAMINOPHEN 500 MG UL,ACETAMINOPHEN,Extra Strength Acetaminophen Orally Disintegrating Tablets, 500 MG UL,TAB RAPDIS
12661,2305003,CLOZAPINE 50 MG TA,CLOZAPINE,Gen-Clozapine, 50 MG TA,TABLET
12662,2305011,CLOZAPINE 200 MG TA,CLOZAPINE,Gen-Clozapine, 200 MG TA,TABLET
12663,2305135,BUPIVACAINE HCL/EPINEPHRINE BI 0.5-1:200K HJ,BUPIVACAINE HCL/EPINEPHRINE BI,Vivacaine, 0.5-1:200K HJ,CARTRIDGE
12664,2305933,CARBIDOPA/LEVODOPA/ENTACAPONE 12.5-50 MG TA,CARBIDOPA/LEVODOPA/ENTACAPONE,Stalevo, 12.5-50 MG TA,TABLET
12665,2305941,CARBIDOPA/LEVODOPA/ENTACAPONE 25-100-200 TA,CARBIDOPA/LEVODOPA/ENTACAPONE,Stalevo, 25-100-200 TA,TABLET
12666,2305968,CARBIDOPA/LEVODOPA/ENTACAPONE 37.5-150MG TA,CARBIDOPA/LEVODOPA/ENTACAPONE,Stalevo, 37.5-150MG TA,TABLET
12667,2306085,VALGANCICLOVIR HCL 50 MG/ML PI,VALGANCICLOVIR HCL,Valcyte, 50 MG/ML PI,SOLN RECON
12668,2306387,BENZOYL PEROXIDE 3.5 % KQ,BENZOYL PEROXIDE,Skin Id Personalized Acne Solution Cream Cleanser/Mask, 3.5 % KQ,PASTE (ML)
12669,2306433,PEMETREXED DISODIUM 100 MG HS,PEMETREXED DISODIUM,Alimta, 100 MG HS,VIAL
12670,2306778,ETRAVIRINE 100 MG TA,ETRAVIRINE,Intelence, 100 MG TA,TABLET
12671,2306980,FLUOCINOLONE ACETONIDE 0.59 MG IA,FLUOCINOLONE ACETONIDE,Retisert, 0.59 MG IA,IMPLANT
12672,2307065,AMBRISENTAN 5 MG TA,AMBRISENTAN,Volibris, 5 MG TA,TABLET
12673,2307073,AMBRISENTAN 10 MG TA,AMBRISENTAN,Volibris, 10 MG TA,TABLET
12674,2307502,RETAPAMULIN 1 % OA,RETAPAMULIN,Altargo, 1 % OA,OINT. (G)
12675,2308215,METHYLNALTREXONE BROMIDE 12MG/0.6ML HV,METHYLNALTREXONE BROMIDE,Relistor, 12MG/0.6ML HV,VIAL
12676,2308487,PANITUMUMAB 100 MG/5ML HV,PANITUMUMAB,Vectibix, 100 MG/5ML HV,VIAL
12677,2308495,PANITUMUMAB 200MG/10ML HV,PANITUMUMAB,Vectibix, 200MG/10ML HV,VIAL
12678,2308509,PANITUMUMAB 400MG/20ML HV,PANITUMUMAB,Vectibix, 400MG/20ML HV,VIAL
12679,2308908,VALSARTAN/HYDROCHLOROTHIAZIDE 320-12.5MG TA,VALSARTAN/HYDROCHLOROTHIAZIDE,Diovan-Hct, 320-12.5MG TA,TABLET
12680,2308916,VALSARTAN/HYDROCHLOROTHIAZIDE 320MG-25MG TA,VALSARTAN/HYDROCHLOROTHIAZIDE,Diovan-Hct, 320MG-25MG TA,TABLET
12681,2308983,NEPAFENAC 0.1 % SN,NEPAFENAC,Nevanac, 0.1 % SN,DROPS SUSP
12682,2309009,ESTRADIOL/NORETHINDRONE ACET 0.5-0.1 MG TA,ESTRADIOL/NORETHINDRONE ACET,Activelle Ld, 0.5-0.1 MG TA,TABLET
12683,2309238,"ESMOLOL IN SODIUM CHLORIDE,ISO 2500MG/250 HM","ESMOLOL IN SODIUM CHLORIDE,ISO",Brevibloc Premixed Injection, 2500MG/250 HM,IV SOLN
12684,2309300,DESLORATADINE/PSEUDOEPHEDRINE 2.5-120 MG UO,DESLORATADINE/PSEUDOEPHEDRINE,Aerius Double Action, 2.5-120 MG UO,TBMP 12HR
12685,2309513,"ANTIHEMOPH.FVIII,B-DOMAIN DEL 2000 (+/-) HS","ANTIHEMOPH.FVIII,B-DOMAIN DEL",Xyntha, 2000 (+/-) HS,VIAL
12686,2310872,DIMETHICONE 1 % KM,DIMETHICONE,Clinique Comfort On Call, 1 % KM,CREAM(ML)
12687,2311054,MICAFUNGIN SODIUM 100 MG HS,MICAFUNGIN SODIUM,Mycamine, 100 MG HS,VIAL
12688,2311658,CANDESARTAN CILEXETIL 32 MG TA,CANDESARTAN CILEXETIL,Atacand, 32 MG TA,TABLET
12689,2311739,CLOTRIMAZOLE/FLUCONAZOLE 1 %-150 MG ZD,CLOTRIMAZOLE/FLUCONAZOLE,Canesoral Combi, 1 %-150 MG ZD,COMBO. PKG
12690,2312107,ACETAMINOPHEN 650MG/15ML SJ,ACETAMINOPHEN,Vicks Custom Care Body Aches, 650MG/15ML SJ,SOLUTION
12691,2312115,DEXTROMETHORPHN/ACETAMINOPH/CP 30-650/15 SL,DEXTROMETHORPHN/ACETAMINOPH/CP,Vicks Custom Care Cough + Cold Pm, 30-650/15 SL,LIQUID
12692,2312263,NABILONE 0.25 MG CA,NABILONE,Cesamet, 0.25 MG CA,CAPSULE
12693,2312301,LOPINAVIR/RITONAVIR 100MG-25MG TA,LOPINAVIR/RITONAVIR,Kaletra, 100MG-25MG TA,TABLET
12694,2312433,DABIGATRAN ETEXILATE MESYLATE 75 MG CA,DABIGATRAN ETEXILATE MESYLATE,Pradaxa, 75 MG CA,CAPSULE
12695,2312441,DABIGATRAN ETEXILATE MESYLATE 110 MG CA,DABIGATRAN ETEXILATE MESYLATE,Pradaxa, 110 MG CA,CAPSULE
12696,2312557,"DIPH,PERTUS(ACEL),TET,POLIO/PF 2.5-8-5/.5 HQ","DIPH,PERTUS(ACEL),TET,POLIO/PF",Boostrix-Polio, 2.5-8-5/.5 HQ,SYRINGE
12697,2312794,TEMOZOLOMIDE 140 MG CA,TEMOZOLOMIDE,Temodal, 140 MG CA,CAPSULE
12698,2312816,TEMOZOLOMIDE 180 MG CA,TEMOZOLOMIDE,Temodal, 180 MG CA,CAPSULE
12699,2313103,CEFTOBIPROLE MEDOCARIL 500 MG HS,CEFTOBIPROLE MEDOCARIL,Zeftera, 500 MG HS,VIAL
12700,2313111,"ANTIHEMOPHIL.FVIII,FULL LENGTH 2000 (+/-) YK","ANTIHEMOPHIL.FVIII,FULL LENGTH",Advate, 2000 (+/-) YK,KIT
12701,2313316,GUAIFENESIN/DM/ACETAMINOPHEN 10-325/15 SL,GUAIFENESIN/DM/ACETAMINOPHEN,Zicam Multi-Symptom Cold + Flu Daytime, 10-325/15 SL,LIQUID
12702,2313324,DM/ACETAMINOPHEN/DOXYLAMINE 10-325/15 SL,DM/ACETAMINOPHEN/DOXYLAMINE,Zicam Multi-Symptom Cold + Flu Nighttime, 10-325/15 SL,LIQUID
12703,2313766,NIFEDIPINE/ACETYLSALICYLIC AC 20MG-81MG ZN,NIFEDIPINE/ACETYLSALICYLIC AC,Adalat Xl Plus, 20MG-81MG ZN,CMB TAB OS
12704,2313774,NIFEDIPINE/ACETYLSALICYLIC AC 30MG-81MG ZN,NIFEDIPINE/ACETYLSALICYLIC AC,Adalat Xl Plus, 30MG-81MG ZN,CMB TAB OS
12705,2313782,NIFEDIPINE/ACETYLSALICYLIC AC 60 MG-81MG ZN,NIFEDIPINE/ACETYLSALICYLIC AC,Adalat Xl Plus, 60 MG-81MG ZN,CMB TAB OS
12706,2314126,CHLOROXYLENOL 0.6 % SA,CHLOROXYLENOL,Phenrex Mvd, 0.6 % SA,SOLUTION
12707,2314150,IDEBENONE 150 MG TA,IDEBENONE,Catena, 150 MG TA,TABLET
12708,2314320,ETHYL ALCOHOL/BENZALKONIUM CHL 70 %-0.15% SL,ETHYL ALCOHOL/BENZALKONIUM CHL,T36 Antiseptic Hand Sanitizer, 70 %-0.15% SL,LIQUID
12709,2314932,LEVOFLOXACIN IN DEXTROSE 5 % 5 MG/ML HP,LEVOFLOXACIN IN DEXTROSE ,Levofloxacin In, 5 % 5 MG/ML HP,PIGGYBACK
12710,2314940,ALENDRONATE SODIUM/VITAMIN D3 70 MG-5600 TA,ALENDRONATE SODIUM/VITAMIN D3,Fosavance, 70 MG-5600 TA,TABLET
12711,2315211,BENZOYL PEROXIDE 2.5 % PL,BENZOYL PEROXIDE,Purifying Cleanser, 2.5 % PL,CLEANSER
12712,2315548,TRIETHANOLAM SAL/MENT/CAPSACIN 10 %-1.25% SK,TRIETHANOLAM SAL/MENT/CAPSACIN,Arthritis Extra Strength Roll-On Lotion, 10 %-1.25% SK,LOTION
12713,2315793,DIMETHICONE/ZINC OXIDE 1 %-12 % KA,DIMETHICONE/ZINC OXIDE,Baza Protect Ii, 1 %-12 % KA,CREAM (G)
12714,2315874,NILOTINIB HCL 200 MG CA,NILOTINIB HCL,Tasigna, 200 MG CA,CAPSULE
12715,2315890,NAPHAZOLINE HCL/ANTAZOLINE 0.051-0.51 SO,NAPHAZOLINE HCL/ANTAZOLINE,Refresh Eye Allergy Relief, 0.051-0.51 SO,DROPS
12716,2315939,ZOSTER VACCINE LIVE/PF 19400 UNIT HS,ZOSTER VACCINE LIVE/PF,Zostavax, 19400 UNIT HS,VIAL
12717,2316838,RISEDRONATE SODIUM 150 MG TA,RISEDRONATE SODIUM,Actonel, 150 MG TA,TABLET
12718,2316889,ACETYLSALICYLIC ACID/CALCIUM 325 MG TA,ACETYLSALICYLIC ACID/CALCIUM,Aspirin Stomach Guard Regular Strength, 325 MG TA,TABLET
12719,2316897,ACETYLSALICYLIC ACID/CALCIUM 500 MG TA,ACETYLSALICYLIC ACID/CALCIUM,Aspirin Stomach Guard Extra Strength, 500 MG TA,TABLET
12720,2316986,RIVAROXABAN 10 MG TA,RIVAROXABAN,Xarelto, 10 MG TA,TABLET
12721,2317680,POLYETHYLENE GLYCOL 3350 17 G/DOSE PA,POLYETHYLENE GLYCOL ,Lax-A-Day, 3350 17 G/DOSE PA,POWDER
12722,2317699,LENALIDOMIDE 15 MG CA,LENALIDOMIDE,Revlimid, 15 MG CA,CAPSULE
12723,2317710,LENALIDOMIDE 25 MG CA,LENALIDOMIDE,Revlimid, 25 MG CA,CAPSULE
12724,2318008,TRAVOPROST 0.004 % SO,TRAVOPROST,Travatan Z, 0.004 % SO,DROPS
12725,2318253,INTERFERON BETA-1A 66MCG/1.5 HJ,INTERFERON BETA-1A,Rebif, 66MCG/1.5 HJ,CARTRIDGE
12726,2318261,INTERFERON BETA-1A 132MCG/1.5 HJ,INTERFERON BETA-1A,Rebif, 132MCG/1.5 HJ,CARTRIDGE
12727,2318296,BENZALKONIUM CHLORIDE 0.13 % SL,BENZALKONIUM CHLORIDE,X3 Clean Alcohol-Free Foaming Hand Sanitizer/ X3 Clean Assainiss, 0.13 % SL,LIQUID
12728,2318482,PRAMOXINE/DIMETHICONE/MENTHOL 1%-5%-0.5% SK,PRAMOXINE/DIMETHICONE/MENTHOL,Gold Bond Anti-Itch Lotion, 1%-5%-0.5% SK,LOTION
12729,2318555,PERINDOPRIL ARG/INDAPAMIDE 5MG-1.25MG TA,PERINDOPRIL ARG/INDAPAMIDE,Arcosyl Plus, 5MG-1.25MG TA,TABLET
12730,2318563,PERINDOPRIL ARG/INDAPAMIDE 2.5-0.625 TA,PERINDOPRIL ARG/INDAPAMIDE,Arcosyl Plus Ld, 2.5-0.625 TA,TABLET
12731,2318652,OLMESARTAN MEDOXOMIL 5 MG TA,OLMESARTAN MEDOXOMIL,Olmetec, 5 MG TA,TABLET
12732,2318660,OLMESARTAN MEDOXOMIL 20 MG TA,OLMESARTAN MEDOXOMIL,Olmetec, 20 MG TA,TABLET
12733,2318679,OLMESARTAN MEDOXOMIL 40 MG TA,OLMESARTAN MEDOXOMIL,Olmetec, 40 MG TA,TABLET
12734,2318709,TELMISARTAN/HYDROCHLOROTHIAZID 80 MG-25MG TA,TELMISARTAN/HYDROCHLOROTHIAZID,Micardis Plus, 80 MG-25MG TA,TABLET
12735,2318741,GEMCITABINE HCL 2 G HS,GEMCITABINE HCL,"Gemcitabine For Injection, Usp", 2 G HS,VIAL
12736,2318946,PRAMOXINE HCL/BENZALKONIUM CHL 1%-0.13% AU,PRAMOXINE HCL/BENZALKONIUM CHL,Polysporin Poly To Go, 1%-0.13% AU,SPRAY
12737,2319012,CALCIPOTRIOL/BETAMETHASONE DIP 50-0.5/G JG,CALCIPOTRIOL/BETAMETHASONE DIP,Dovobet Gel, 50-0.5/G JG,GEL (GRAM)
12738,2319047,HYDROQUINONE/PADI/OXYBEN/OCTOC 4 %-SPF 20 KA,HYDROQUINONE/PADI/OXYBEN/OCTOC ,Neostrata Hq Plus Lightening Cream, 4 %-SPF 20 KA,CREAM (G)
12739,2319195,DIPHENHYD/PHENYLEPH/ACETAMINOP 25-10-650 JL,DIPHENHYD/PHENYLEPH/ACETAMINOP,Extra Strength Neocitran Total Symptom Relief - Sugar Free, 25-10-650 JL,POWD PACK
12740,2319314,TOLNAFTATE 1 % AQ,TOLNAFTATE,Tinactin Chill Liquid Spray, 1 % AQ,SPRAY
12741,2319616,OLMESARTAN/HYDROCHLOROTHIAZIDE 20-12.5 MG TA,OLMESARTAN/HYDROCHLOROTHIAZIDE,Olmetec Plus, 20-12.5 MG TA,TABLET
12742,2319624,OLMESARTAN/HYDROCHLOROTHIAZIDE 40-12.5 MG TA,OLMESARTAN/HYDROCHLOROTHIAZIDE,Olmetec Plus, 40-12.5 MG TA,TABLET
12743,2319632,OLMESARTAN/HYDROCHLOROTHIAZIDE 40 MG-25MG TA,OLMESARTAN/HYDROCHLOROTHIAZIDE,Olmetec Plus, 40 MG-25MG TA,TABLET
12744,2320029,METHOTREXATE SODIUM 7.5MG/0.75 HQ,METHOTREXATE SODIUM,Metoject, 7.5MG/0.75 HQ,SYRINGE
12745,2320037,METHOTREXATE SODIUM 10 MG/ML HQ,METHOTREXATE SODIUM,Metoject, 10 MG/ML HQ,SYRINGE
12746,2320045,METHOTREXATE SODIUM 15MG/1.5ML HQ,METHOTREXATE SODIUM,Metoject, 15MG/1.5ML HQ,SYRINGE
12747,2320053,METHOTREXATE SODIUM 25MG/2.5ML HQ,METHOTREXATE SODIUM,Metoject, 25MG/2.5ML HQ,SYRINGE
12748,2320193,DASATINIB 100 MG TA,DASATINIB,Sprycel, 100 MG TA,TABLET
12749,2320398,MORPHINE SULFATE 5 MG CK,MORPHINE SULFATE,M-Ediat, 5 MG CK,CAP SPRINK
12750,2320428,MORPHINE SULFATE 10 MG CK,MORPHINE SULFATE,M-Ediat, 10 MG CK,CAP SPRINK
12751,2320436,MORPHINE SULFATE 20 MG CK,MORPHINE SULFATE,M-Ediat, 20 MG CK,CAP SPRINK
12752,2320444,MORPHINE SULFATE 30 MG CK,MORPHINE SULFATE,M-Ediat, 30 MG CK,CAP SPRINK
12753,2320541,"PNEUM 10-VAL CONJ.D,DIP,TET/PF 16 MCG/0.5 HV",PNEUM ,Synflorix," 10-VAL CONJ.D,DIP,TET/PF 16 MCG/0.5 HV",VIAL
12754,2320673,USTEKINUMAB 45MG/0.5ML HQ,USTEKINUMAB,Stelara, 45MG/0.5ML HQ,SYRINGE
12755,2320681,USTEKINUMAB 90 MG/ML HQ,USTEKINUMAB,Stelara, 90 MG/ML HQ,SYRINGE
12756,2320924,LOTEPREDNOL ETABONATE 0.2 % SN,LOTEPREDNOL ETABONATE,Alrex, 0.2 % SN,DROPS SUSP
12757,2321092,DESVENLAFAXINE SUCCINATE 50 MG TI,DESVENLAFAXINE SUCCINATE,Pristiq, 50 MG TI,TAB ER 24H
12758,2321106,DESVENLAFAXINE SUCCINATE 100 MG TI,DESVENLAFAXINE SUCCINATE,Pristiq, 100 MG TI,TAB ER 24H
12759,2321114,LOTEPREDNOL ETABONATE 0.5 % SN,LOTEPREDNOL ETABONATE,Lotemax, 0.5 % SN,DROPS SUSP
12760,2321157,ETHINYL ESTRADIOL/DROSPIRENONE 0.02-3(28) TA,ETHINYL ESTRADIOL/DROSPIRENONE,Yaz, 0.02-3(28) TA,TABLET
12761,2321262,TEMOZOLOMIDE 100 MG HS,TEMOZOLOMIDE,Temodal, 100 MG HS,VIAL
12762,2321513,QUETIAPINE FUMARATE 150 MG TI,QUETIAPINE FUMARATE,Seroquel Xr, 150 MG TI,TAB ER 24H
12763,2321599,MEMANTINE HCL 5 MG TA,MEMANTINE HCL,Novo-Memantine, 5 MG TA,TABLET
12764,2321653,PERINDOPRIL ERBUMIN/INDAPAMIDE 8MG-2.5MG TA,PERINDOPRIL ERBUMIN/INDAPAMIDE,Coversyl Plus Hd, 8MG-2.5MG TA,TABLET
12765,2321947,ETHYL ALCOHOL/BENZALKONIUM CHL 70 %-0.15% YO,ETHYL ALCOHOL/BENZALKONIUM CHL,T36 The Wipe Antiseptic Hand Sanitizer, 70 %-0.15% YO,TOWELETTE
12766,2322153,ETHYL ALCOHOL/BENZALKONIUM CHL 70 %-0.15% AU,ETHYL ALCOHOL/BENZALKONIUM CHL,T36 Antiseptic Hand Sanitizer Spray, 70 %-0.15% AU,SPRAY
12767,2322285,ECULIZUMAB 300MG/30ML HV,ECULIZUMAB,Soliris, 300MG/30ML HV,VIAL
12768,2322374,ARIPIPRAZOLE 2 MG TA,ARIPIPRAZOLE,Abilify, 2 MG TA,TABLET
12769,2322382,ARIPIPRAZOLE 5 MG TA,ARIPIPRAZOLE,Abilify, 5 MG TA,TABLET
12770,2322390,ARIPIPRAZOLE 10 MG TA,ARIPIPRAZOLE,Abilify, 10 MG TA,TABLET
12771,2322404,ARIPIPRAZOLE 15 MG TA,ARIPIPRAZOLE,Abilify, 15 MG TA,TABLET
12772,2322412,ARIPIPRAZOLE 20 MG TA,ARIPIPRAZOLE,Abilify, 20 MG TA,TABLET
12773,2322455,ARIPIPRAZOLE 30 MG TA,ARIPIPRAZOLE,Abilify, 30 MG TA,TABLET
12774,2322854,ROMIPLOSTIM 250 MCG HS,ROMIPLOSTIM,Nplate, 250 MCG HS,VIAL
12775,2322862,ROMIPLOSTIM 500 MCG HS,ROMIPLOSTIM,Nplate, 500 MCG HS,VIAL
12776,2322951,LISDEXAMFETAMINE DIMESYLATE 30 MG CA,LISDEXAMFETAMINE DIMESYLATE,Vyvanse, 30 MG CA,CAPSULE
12777,2322978,LISDEXAMFETAMINE DIMESYLATE 50 MG CA,LISDEXAMFETAMINE DIMESYLATE,Vyvanse, 50 MG CA,CAPSULE
12778,2323052,EPLERENONE 25 MG TA,EPLERENONE,Inspra, 25 MG TA,TABLET
12779,2323060,EPLERENONE 50 MG TA,EPLERENONE,Inspra, 50 MG TA,TABLET
12780,2323192,OXYCODONE HCL 15 MG TM,OXYCODONE HCL,Oxycontin, 15 MG TM,TAB ER 12H
12781,2323206,OXYCODONE HCL 30 MG TM,OXYCODONE HCL,Oxycontin, 30 MG TM,TAB ER 12H
12782,2323214,OXYCODONE HCL 60 MG TM,OXYCODONE HCL,Oxycontin, 60 MG TM,TAB ER 12H
12783,2323273,METHYL AMINOLEVULINATE HCL 168 MG/G KA,METHYL AMINOLEVULINATE HCL,Metvix, 168 MG/G KA,CREAM (G)
12784,2323796,GUAIFENESIN 100 MG/5ML SL,GUAIFENESIN,Chest Congestion, 100 MG/5ML SL,LIQUID
12785,2323885,GUAIFENESIN 200MG/15ML SL,GUAIFENESIN,Vicks Dayquil Mucus Control, 200MG/15ML SL,LIQUID
12786,2323907,GUAIFENESIN/DEXTROMETHORPHAN 200-10/15 SL,GUAIFENESIN/DEXTROMETHORPHAN,Vicks Dayquil Cough Cough + Congestion, 200-10/15 SL,LIQUID
12787,2324016,DARUNAVIR ETHANOLATE 400 MG TA,DARUNAVIR ETHANOLATE,Prezista, 400 MG TA,TABLET
12788,2324024,DARUNAVIR ETHANOLATE 600 MG TA,DARUNAVIR ETHANOLATE,Prezista, 600 MG TA,TABLET
12789,2324032,INCOBOTULINUMTOXINA 100 UNIT HS,INCOBOTULINUMTOXINA,Xeomin, 100 UNIT HS,VIAL
12790,2324113,H-QUIN/OCTNX/H-SAL/OXBN/O-CRYL 4 %-SPF 20 KA,H-QUIN/OCTNX/H-SAL/OXBN/O-CRYL ,Ultraquin, 4 %-SPF 20 KA,CREAM (G)
12791,2324679,FOSAPREPITANT DIMEGLUMINE 115MG HS,FOSAPREPITANT DIMEGLUMINE,Emend Iv, 115MG HS,VIAL
12792,2324776,GOLIMUMAB 50MG/0.5ML HQ,GOLIMUMAB,Simponi, 50MG/0.5ML HQ,SYRINGE
12793,2324784,GOLIMUMAB 50MG/0.5ML IJ,GOLIMUMAB,Simponi, 50MG/0.5ML IJ,PEN INJCTR
12794,2324997,BIMATOPROST 0.01 % SO,BIMATOPROST,Lumigan Rc, 0.01 % SO,DROPS
12795,2325063,SOMATROPIN 5 MG/1.5ML HJ,SOMATROPIN,Omnitrope, 5 MG/1.5ML HJ,CARTRIDGE
12796,2325071,SOMATROPIN 10MG/1.5ML HJ,SOMATROPIN,Omnitrope, 10MG/1.5ML HJ,CARTRIDGE
12797,2325462,ESTRADIOL 10 MCG TA,ESTRADIOL,Vagifem, 10 MCG TA,TABLET
12798,2325535,GR POLLEN-JUNE/ORCH/REDTOP/TIM 100K/ML HV,GR POLLEN-JUNE/ORCH/REDTOP/TIM,Allergenic Extract - Mixture Of, 100K/ML HV,VIAL
12799,2325543,G POL-JUNE/ORCH/RED/S VERN/TIM 100K/ML HV,G POL-JUNE/ORCH/RED/S VERN/TIM,Allergenic Extract - Mixture Of, 100K/ML HV,VIAL
12800,2325578,"PETROLATUM,WHITE 98.79 % OA","PETROLATUM,WHITE",Protective Ointment, 98.79 % OA,OINT. (G)
12801,2325926,NIMODIPINE 30 MG TA,NIMODIPINE,Nimotop, 30 MG TA,TABLET
12802,2325993,LIDOCAINE/PRILOCAINE 2.5 %-2.5% WZ,LIDOCAINE/PRILOCAINE,Oraqix, 2.5 %-2.5% WZ,CARTRIDGE
12803,2326132,THROMBIN/FIBRINOG/APROTIN/CALC 500-72-110 YK,THROMBIN/FIBRINOG/APROTIN/CALC,Tisseel, 500-72-110 YK,KIT
12804,2326175,THROMBIN/FIBRINOG/APROTIN/CALC 500-72-110 HQ,THROMBIN/FIBRINOG/APROTIN/CALC,Tisseel, 500-72-110 HQ,SYRINGE
12805,2326302,"BIS/SOD SULF,CHL,BICAR/KCL/PEG 5MGX3-140G YK","BIS/SOD SULF,CHL,BICAR/KCL/PEG",Bi-Peglyte, 5MGX3-140G YK,KIT
12806,2326442,LAPATINIB DITOSYLATE 250 MG TA,LAPATINIB DITOSYLATE,Tykerb, 250 MG TA,TABLET
12807,2327015,BENZOYL PEROXIDE 4 % KM,BENZOYL PEROXIDE,Formulab Treat For Young Adult Acne, 4 % KM,CREAM(ML)
12808,2327139,FENTANYL 37 MCG/HR PR,FENTANYL,Sandoz Fentanyl Patch, 37 MCG/HR PR,PATCH TD72
12809,2327619,VORINOSTAT 100 MG CA,VORINOSTAT,Zolinza, 100 MG CA,CAPSULE
12810,2328232,POLYETHYLENE GLYCOL 3350 17 G JL,POLYETHYLENE GLYCOL ,Pegalax, 3350 17 G JL,POWD PACK
12811,2328380,CHLORPHENIRAMINE/DEXTROMETHORP 1-7.5 MG/5 SL,CHLORPHENIRAMINE/DEXTROMETHORP,Cough + Cold, 1-7.5 MG/5 SL,LIQUID
12812,2328402,CHLORPHENIRAMINE/PHENYLEPHRINE 1-2.5 MG/5 SL,CHLORPHENIRAMINE/PHENYLEPHRINE,Cold + Stuffy Nose, 1-2.5 MG/5 SL,LIQUID
12813,2328658,BROMPHENIRAM/PHENYLEPHRINE/DM 1-2.5-5/5 SJ,BROMPHENIRAM/PHENYLEPHRINE/DM,Runny Nose And Cough, 1-2.5-5/5 SJ,SOLUTION
12814,2328895,DIPHENHYDRAMINE HCL 12.5 MG UL,DIPHENHYDRAMINE HCL,Junior Strength Allergy Formula, 12.5 MG UL,TAB RAPDIS
12815,2329840,AZTREONAM LYSINE 75 MG/ML AN,AZTREONAM LYSINE,Cayston, 75 MG/ML AN,VIAL-NEB
12816,2330407,CLOFARABINE 20 MG/20ML HV,CLOFARABINE,Clolar, 20 MG/20ML HV,VIAL
12817,2330547,PIPERACILLIN SODIUM/TAZOBACTAM 13.5 G HS,PIPERACILLIN SODIUM/TAZOBACTAM,Piperacillin Sodium/Tazobactam Sodium Powder For Injection, 13.5 G HS,VIAL
12818,2330555,CLOPIDOGREL BISULFATE 300 MG TA,CLOPIDOGREL BISULFATE,Plavix, 300 MG TA,TABLET
12819,2330601,ENALAPRIL SODIUM 32MG(40MG) TA,ENALAPRIL SODIUM,Teva-Enalapril, 32MG(40MG) TA,TABLET
12820,2330717,TELAVANCIN HCL 250 MG HS,TELAVANCIN HCL,Vibativ, 250 MG HS,VIAL
12821,2330725,TELAVANCIN HCL 750 MG HS,TELAVANCIN HCL,Vibativ, 750 MG HS,VIAL
12822,2330989,DRONEDARONE HCL 400 MG TA,DRONEDARONE HCL,Multaq, 400 MG TA,TABLET
12823,2331624,BRINZOLAMIDE/TIMOLOL MALEATE 1 %-0.5 % SN,BRINZOLAMIDE/TIMOLOL MALEATE,Azarga, 1 %-0.5 % SN,DROPS SUSP
12824,2331667,TACROLIMUS 3 MG CC,TACROLIMUS,Advagraf, 3 MG CC,CAP ER 24H
12825,2331675,CERTOLIZUMAB PEGOL 400MG/2ML GY,CERTOLIZUMAB PEGOL,Cimzia, 400MG/2ML GY,SYRINGEKIT
12826,2332485,DOCUSATE SODIUM 50 MG/5 ML ST,DOCUSATE SODIUM,Jamp-Docusate Sodium, 50 MG/5 ML ST,SYRUP
12827,2332728,ALISKIREN/HYDROCHLOROTHIAZIDE 150-12.5MG TA,ALISKIREN/HYDROCHLOROTHIAZIDE,Rasilez Hct, 150-12.5MG TA,TABLET
12828,2332736,ALISKIREN/HYDROCHLOROTHIAZIDE 150MG-25MG TA,ALISKIREN/HYDROCHLOROTHIAZIDE,Rasilez Hct, 150MG-25MG TA,TABLET
